Normal,Mejor Ejecución,,,,Desviación Ejecución,,,,
Funciones,RMHC,SA,GA_St,GA_Gen,RMHC,SA,GA_St,GA_Gen,Dimensión
Alpine,12.2,17.58,0.63,3.07,4.55341564103257,9.68548475813162,0.773661909363515,1.2370500191989,10
Dixon,13.19,15.86,14.04,65.03,7.15880106931321,6.95649802343104,23.510712212734,36.8079725059667,10
Quintic,14.96,7.24,10,147.61,8.63664140450442,3.80272464819634,22.6470956416049,797.632031669209,10
Schewel,19.1,3.4,0.03,51748.93,6.23517078755666,1.90425700733908,751.026622599193,1397041.84769009,10
Streched,12.68,13.38,1.41,2.78,7.95488244727727,7.66930870417928,0.470725769424195,0.348141853272484,10
Sum Squares,16.77,18.35,6.92,93.64,6.07858544399929,6.01930168291971,12.1174837631416,40.180088837632,10
Promedio,14.8166666666667,12.635,5.505,8676.84333333333,6.76958279894724,6.00626247069951,135.09105031591,232986.342162495,
,,,,,,,,,
Normal,Promedio Tiempo,,,,Desviación Tiempo,,,,
Funciones,RMHC,SA,GA_St,GA_Gen,RMHC,SA,GA_St,GA_Gen,Dimensión
Alpine,3.7765,16.38825,487.17325,2988.98675,0.957171745299661,78.2861575531556,395.456906162906,1.19987332664744,10
Dixon,23.41175,10.66575,301.839,2766.148,78.1112202211533,46.9120538821048,86.2764475045189,88.2646197465326,10
Quintic,56.00725,118.102,334.4015,3466.73825,121.092909061338,170.758279582573,115.963220776029,107.178502723261,10
Schewel,12.601,37.9415,290.97775,2667.85625,62.5982500474255,89.6611840081872,111.932730836148,87.3041919884149,10
Streched,71.27475,22.87975,338.49975,3629.268,136.291861147089,50.6915643617111,132.085048614283,92.1958982222094,10
Sum Squares,33.9665,6.5695,238.003,2847.2725,86.9684216698797,23.5644729359687,109.316505528671,65.3816678052801,10
Promedio,33.5062916666667,35.4244583333333,331.815708333333,3061.04495833333,81.0033056486976,76.6456187206167,158.505143237093,73.5874589687242,
,,,,,,,,,
Normal,Mejor Ejecución,,,,Desviación Ejecución,,,,
Funciones,RMHC,SA,GA_St,GA_Gen,RMHC,SA,GA_St,GA_Gen,Dimensión
Alpine,12.04,14.81,0.87,5.64,6.45714565423454,6.7679597184085,0.533667499478842,0.600383210957801,30
Dixon,10.72,12.7,16.33,79.92,7.86076069792231,6.29985339115126,23.9868063943494,32.6026809442107,30
Quintic,16.16,9.52,28.18,193.6,5.39128451762657,2.56858029853069,27.8196842676189,569.683375677007,30
Schewel,17.67,3.18,0.5,8915.66,6.47863864943863,2.11678594808261,4899.82031608721,696860.918037993,30
Streched,17.51,19.88,1.35,2.04,5.41133520953932,7.23181337909103,0.431276013708159,0.456393196706524,30
Sum Squares,12.64,13.13,4.65,139.88,7.87338040488328,5.81604195308115,16.2359180214733,34.817614288604,30
Promedio,14.4566666666667,12.2033333333333,8.64666666666667,1556.12333333333,6.57875752227411,5.13350578139087,828.137944713974,116249.846414218,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Normal,Promedio Tiempo,,,,Desviación Tiempo,,,,
Funciones,RMHC,SA,GA_St,GA_Gen,RMHC,SA,GA_St,GA_Gen,Dimensión
Alpine,3.782,2.214,337.718,2988.5805,1.19987332664744,0.219440196864658,122.778294726715,532.84480137724,30
Dixon,26.879,3.0055,304.5935,2662.6175,88.2646197465326,0.153442986154467,90.7564693162421,717.29104628369,30
Quintic,45.268,117.625,329.2735,3808.093,107.178502723261,167.427644118288,111.48705356565,672.72061544225,30
Schewel,22.9675,29.4995,260.3735,2738.1925,87.3041919884149,68.3627414952765,116.810936828492,556.471169323937,30
Streched,43.381,18.0905,330.7815,3646.6475,92.1958982222094,30.1507062064888,142.980935102376,693.245866514002,30
Sum Squares,21.655,10.703,178.7115,2849.4175,65.3816678052801,32.8083107001869,106.088199356715,745.111018176989,30
Promedio,27.3220833333333,30.1895833333333,290.241916666667,3115.59141666667,73.5874589687242,49.8537142838765,115.150314816032,652.947419519685,
